user_snippet,x-axis__sum_values,x-axis__median,x-axis__mean,x-axis__length,x-axis__standard_deviation,x-axis__variance,x-axis__root_mean_square,x-axis__maximum,x-axis__absolute_maximum,x-axis__minimum,y-axis__sum_values,y-axis__median,y-axis__mean,y-axis__length,y-axis__standard_deviation,y-axis__variance,y-axis__root_mean_square,y-axis__maximum,y-axis__absolute_maximum,y-axis__minimum,z-axis__sum_values,z-axis__median,z-axis__mean,z-axis__length,z-axis__standard_deviation,z-axis__variance,z-axis__root_mean_square,z-axis__maximum,z-axis__absolute_maximum,z-axis__minimum,activity
1008_15,-322.40999999999997,-3.21,-3.2240999999999995,100.0,0.10684657224263207,0.011416189999999994,3.225869960181284,-2.91,3.41,-3.41,847.5200000000001,8.47,8.475200000000001,100.0,0.07299972602688298,0.005328959999999976,8.475514379670416,8.73,8.73,8.31,-115.88000000000001,-1.14,-1.1588,100.0,0.10777086804883777,0.011614560000000001,1.1638006702180577,-0.89,1.5,-1.5,Standing
1008_16,-161.23999999999995,-1.8399999999999999,-1.6123999999999996,100.0,4.207686803933962,17.704628239999998,4.506047270058316,7.12,15.6,-15.6,853.4600000000002,8.18,8.534600000000001,100.0,5.335537727352324,28.46796284,10.065155736500056,19.57,19.57,-3.83,200.56,0.91,2.0056,100.0,4.458021606049033,19.87395664,4.888393192041737,17.39,17.39,-6.85,Downstairs
1008_17,821.9400000000002,8.2,8.219400000000002,100.0,0.02176327181285059,0.00047364000000001697,8.219428812271568,8.27,8.27,8.16,-202.49,-2.03,-2.0249,100.0,0.026513958587883416,0.0007029899999999968,2.025073578910159,-1.92,2.07,-2.07,385.18999999999994,3.87,3.851899999999999,100.0,0.03227057483219042,0.0010413900000000014,3.852035176371057,3.98,3.98,3.79,Sitting
1008_18,-212.56000000000003,-1.345,-2.1256000000000004,100.0,5.073211274922423,25.73747264,5.500513430580822,6.89,16.21,-16.21,911.7799999999999,8.885,9.117799999999999,100.0,4.758981525494715,22.64790516,10.285046523958947,19.5,19.5,0.69,91.66000000000003,0.055,0.9166000000000003,100.0,5.121849318361483,26.233340439999992,5.203219772410156,13.14,13.14,-6.82,Walking
1008_19,-172.20999999999998,-1.8599999999999999,-1.7220999999999997,100.0,3.859090642884668,14.892580589999998,4.225897419483819,8.54,9.58,-9.58,912.14,11.725000000000001,9.1214,100.0,9.70775030787257,94.24041604,13.320673931899991,19.57,19.57,-8.96,92.42999999999998,-1.65,0.9242999999999998,100.0,6.885480557666255,47.409842510000004,6.947242114681191,18.24,18.24,-12.41,Jogging
1008_20,65.10000000000001,0.44,0.6510000000000001,100.0,4.713789027947686,22.219806999999996,4.758530025123304,12.15,12.15,-9.04,815.86,7.95,8.1586,100.0,8.313034225840767,69.10653804,11.647716170992492,19.57,19.57,-9.11,219.09,1.28,2.1909,100.0,6.291164295263636,39.57874819,6.661740838549635,17.16,17.16,-10.53,Upstairs
1008_21,817.9300000000001,8.2,8.179300000000001,100.0,0.055158952129278196,0.0030425100000000035,8.179485986295226,8.31,8.31,8.01,-210.90999999999997,-2.11,-2.1090999999999998,100.0,0.055445378526979235,0.00307419000000001,2.109828666029543,-1.88,2.26,-2.26,394.22,3.91,3.9422,100.0,0.07703998961578315,0.005935159999999975,3.9429527007053995,4.21,4.21,3.79,Sitting
1008_22,-130.00000000000003,-1.48,-1.3000000000000003,100.0,3.943007988832891,15.547312,4.1517841947769885,7.21,12.49,-12.49,894.7600000000002,9.575,8.947600000000001,100.0,8.908722929803126,79.36534424,12.626356956778942,19.57,19.57,-8.05,167.42,0.17500000000000002,1.6742,100.0,6.2549409557564974,39.124286360000006,6.475124091475004,16.59,16.59,-7.12,Jogging
1008_23,-48.09,-1.23,-1.1729268292682928,41.0,2.932773800581584,8.601162165377751,3.1586262064693758,4.9,7.01,-7.01,404.34000000000003,9.66,9.861951219512196,41.0,4.413260627186448,19.476869363474123,10.804394995533633,19.31,19.31,1.12,48.349999999999994,1.04,1.1792682926829268,41.0,3.922928467011262,15.38936775728733,4.0963448906817685,12.37,12.37,-6.78,Downstairs
1008_24,-144.01999999999998,-0.595,-1.4402,100.0,4.291771657485985,18.41930396,4.526972498259736,5.98,18.7,-18.7,942.7,8.905000000000001,9.427,100.0,4.619831057517147,21.342838999999998,10.49815069428897,19.53,19.53,0.93,18.28,-0.535,0.18280000000000002,100.0,4.70891708994754,22.173900160000002,4.712463899065965,14.48,14.48,-7.86,Walking
1008_25,-287.25,-2.99,-2.8725,100.0,2.798978519031541,7.834280749999998,4.010677872878848,4.14,11.03,-11.03,829.6500000000001,8.545,8.296500000000002,100.0,5.9039314655575055,34.85640675,10.1827461423724,19.34,19.34,-7.74,267.17,2.585,2.6717,100.0,3.31858133997044,11.012982110000001,4.26039470002487,12.6,12.6,-5.52,Upstairs
1008_26,-328.9,-3.26,-3.2889999999999997,100.0,0.1427270121595769,0.02037100000000001,3.292095381364277,-2.91,3.83,-3.83,843.3299999999999,8.43,8.4333,100.0,0.10431735234370157,0.010882109999999978,8.433945162259475,8.77,8.77,8.2,-123.91000000000003,-1.27,-1.2391000000000003,100.0,0.15060607557465933,0.022682189999999998,1.248219131402816,-0.84,1.54,-1.54,Standing
1008_27,-68.14,-0.45999999999999996,-0.6814,100.0,5.0855233791616765,25.86254804,5.130970083717113,9.85,11.8,-11.8,857.7800000000001,9.075,8.577800000000002,100.0,9.008841055318936,81.15921716,12.43936774920655,19.57,19.57,-8.01,175.25,0.345,1.7525,100.0,6.311066530310071,39.82956075,6.549871525457579,19.08,19.08,-9.53,Jogging
1008_28,-1039.74,-9.525,-10.3974,100.0,4.074677808121766,16.602999240000003,11.167315075701948,-1.23,19.31,-19.31,-96.25,-0.21000000000000002,-0.9625,100.0,4.088481472380669,16.71568075,4.200248445032746,6.44,14.6,-14.6,81.40999999999998,-0.34,0.8140999999999998,100.0,5.464053457827806,29.855880189999997,5.524367746629474,15.79,15.79,-9.3,Walking
1008_29,-185.22,-1.345,-1.8522,100.0,4.842039566133264,23.44534716,5.184206014424967,6.55,16.55,-16.55,916.9,9.28,9.169,100.0,4.729428612422435,22.367494999999995,10.316882087142414,19.38,19.38,-1.73,49.790000000000006,0.57,0.49790000000000006,100.0,4.42183226615393,19.55260059,4.44977583705067,11.84,11.84,-7.21,Walking
1008_30,-155.82999999999998,-2.125,-1.5582999999999998,100.0,3.5669937075918705,12.723444109999997,3.8925239883653897,7.5,9.92,-9.92,878.0799999999999,10.84,8.7808,100.0,8.940694679945178,79.93602136,12.53149911223713,19.57,19.57,-7.78,203.80000000000004,0.78,2.0380000000000003,100.0,5.815727813438314,33.822689999999994,6.162477910710918,17.43,17.43,-10.0,Jogging
1008_31,-171.2,-0.7050000000000001,-1.712,100.0,4.7992307716966485,23.032616000000004,5.095445024725515,5.75,18.01,-18.01,910.68,8.504999999999999,9.1068,100.0,4.52054927636012,20.43536576,10.16706309609614,18.96,18.96,0.15,40.49999999999999,0.02,0.4049999999999999,100.0,4.621377392076956,21.357129,4.639089781411866,14.75,14.75,-7.55,Walking
1008_32,-125.13000000000001,-1.5550000000000002,-1.2513,100.0,3.380008477800019,11.424457310000001,3.6041932523104254,7.5,9.08,-9.08,842.7399999999999,8.73,8.427399999999999,100.0,3.7274459405872005,13.89385324,9.214929408302593,15.7,15.7,-3.53,243.07,2.22,2.4307,100.0,2.946847554591177,8.68391051,3.8199755234817934,11.75,11.75,-6.21,Upstairs
1008_33,-93.37,-0.9199999999999999,-0.9337000000000001,100.0,5.135047157524457,26.36870931,5.219243719160852,9.77,11.54,-11.54,826.5899999999999,8.115,8.265899999999998,100.0,9.446655714590218,89.23930419000003,12.552466172031693,19.57,19.57,-6.47,144.57000000000002,0.515,1.4457000000000002,100.0,5.8373513265864,34.074670510000004,6.013710917561634,17.88,17.88,-8.81,Jogging
1008_34,-926.0799999999999,-8.14,-9.2608,100.0,4.711270036837201,22.196065360000002,10.390307117693876,-0.15,19.11,-19.11,399.46000000000004,3.34,3.9946,100.0,3.8798155677815407,15.05296884,5.568644179690422,12.57,12.57,-4.25,57.57000000000001,-0.04,0.5757000000000001,100.0,5.354704147756437,28.672856509999995,5.385562830382726,15.13,15.13,-9.08,Walking
1008_35,-137.26,-0.61,-1.3725999999999998,100.0,4.307182285439055,18.551819239999997,4.520602835905848,5.43,16.86,-16.86,918.4599999999999,8.64,9.1846,100.0,4.345579689753716,18.884062840000002,10.160754893215366,18.77,18.77,0.27,14.11,-0.02,0.1411,100.0,4.255351899667054,18.10801979,4.257690571189974,15.01,15.01,-6.44,Walking
1008_36,-1049.95,-9.77,-10.499500000000001,100.0,4.092471227754693,16.74832075,11.268887300882904,-1.61,18.81,-18.81,-80.95000000000002,-0.75,-0.8095000000000002,100.0,4.15118449963381,17.23233275,4.229376195138001,6.36,14.33,-14.33,97.17999999999999,-0.04,0.9717999999999999,100.0,4.794952425207157,22.99156876,4.892439473309812,16.63,16.63,-6.17,Walking
1008_37,-168.35999999999999,-1.895,-1.6835999999999998,100.0,4.141528345912895,17.152257040000002,4.470656103974002,9.11,13.02,-13.02,958.8100000000001,11.625,9.5881,100.0,8.756164079664108,76.67040938999999,12.984686018537376,19.57,19.57,-8.5,158.59,-0.21,1.5859,100.0,6.336256007296423,40.14814019,6.531708735086095,15.83,15.83,-7.78,Jogging
1008_38,-193.67999999999998,-1.0050000000000001,-1.9367999999999999,100.0,5.46453252895433,29.861115760000008,5.797612439616846,7.25,18.39,-18.39,898.22,8.254999999999999,8.9822,100.0,4.796157541198997,23.003127160000005,10.182487122505973,19.57,19.57,-1.12,2.0799999999999947,-0.095,0.020799999999999947,100.0,4.635567641616288,21.488487359999993,4.635614306648041,12.45,12.45,-7.4,Walking
1008_39,-157.97,-1.615,-1.5796999999999999,100.0,4.828113183221785,23.31067691,5.079973326701627,11.84,13.02,-13.02,878.0400000000001,11.9,8.7804,100.0,9.680014867757178,93.70268784000001,13.068975170226624,19.57,19.57,-8.08,151.92999999999995,-0.19,1.5192999999999994,100.0,6.04015798717219,36.48350851,6.228304825552455,16.89,16.89,-9.11,Jogging
1008_40,819.6000000000003,8.2,8.196000000000003,100.0,0.028000000000000008,0.0007840000000000004,8.19604782806933,8.24,8.24,8.12,-196.51999999999998,-1.95,-1.9651999999999998,100.0,0.027440116617828005,0.0007529600000000005,1.9653915640401025,-1.88,2.03,-2.03,377.65999999999997,3.79,3.7765999999999997,100.0,0.0274670711944321,0.0007544400000000017,3.7766998821722653,3.83,3.83,3.72,Sitting
1008_41,-321.96,-3.21,-3.2196,100.0,0.10490872223032745,0.01100584,3.2213087402482863,-2.96,3.49,-3.49,847.5600000000001,8.47,8.4756,100.0,0.08041542140659319,0.006466639999999967,8.475981477091606,8.69,8.69,8.28,-111.07000000000001,-1.13,-1.1107,100.0,0.14038700082272573,0.01970851,1.1195369578535583,-0.76,1.5,-1.5,Standing
1008_42,-1041.57,-9.504999999999999,-10.4157,100.0,4.607696225881216,21.230864509999996,11.389366575889987,-1.57,19.04,-19.04,75.5,0.885,0.755,100.0,4.302628847576793,18.512615,4.368368116356496,10.61,12.95,-12.95,66.37,-0.42000000000000004,0.6637000000000001,100.0,5.434412692278716,29.532841310000002,5.474791228896313,16.89,16.89,-7.55,Walking
1008_43,-185.03000000000003,-1.14,-1.8503000000000003,100.0,4.407475117343261,19.425836909999997,4.780109517573839,8.31,16.51,-16.51,802.8000000000001,8.465,8.028,100.0,5.118085774974858,26.194802,9.520692516828804,17.69,17.69,-2.72,322.49,2.03,3.2249,100.0,4.64309024142327,21.558286989999996,5.653164335131255,17.82,17.82,-5.28,Upstairs
1008_44,-172.25,-1.04,-1.7225,100.0,3.845318029760347,14.786470749999996,4.213487510364781,7.44,13.67,-13.67,860.76,8.695,8.6076,100.0,5.691865268960607,32.39733024,10.319307534907564,19.23,19.23,-3.3,188.33,0.6699999999999999,1.8833000000000002,100.0,4.724820008211953,22.323924110000004,5.086329029860337,16.51,16.51,-13.44,Downstairs
1008_45,194.20999999999995,2.05,1.9420999999999995,100.0,3.1891582886398098,10.170730590000002,3.7339634438489084,9.85,9.85,-5.22,895.36,8.75,8.9536,100.0,4.1212375617040085,16.98459904,9.856548686025956,18.5,18.5,0.84,88.41,0.15,0.8841,100.0,4.213056870017304,17.74984819,4.304820669900199,17.16,17.16,-4.63,Walking
1008_46,-84.582360024,-0.45628165,-0.8458236002399999,100.0,3.505317373019405,12.287249885591661,3.605921165016592,7.273266,8.962189,-8.962189,848.3433621300001,8.499097,8.483433621300001,100.0,5.064095243478654,25.645060635023132,9.879964910971413,19.57244,19.57244,-1.7297841,220.36360502000005,1.2258313,2.2036360502000005,100.0,4.855528173724278,23.576153845830223,5.332182075620756,15.935807,15.935807,-8.812365,Downstairs
1008_47,389.75000000000006,4.1,3.8975000000000004,100.0,2.736101377873269,7.486250749999999,4.762011864747924,15.21,15.21,-4.86,786.8699999999999,7.609999999999999,7.868699999999999,100.0,2.5863517374866087,6.689215310000001,8.282853071255097,15.55,15.55,1.69,133.79999999999998,1.46,1.3379999999999999,100.0,2.7774563902967047,7.714264000000001,3.0829382089169415,9.92,9.92,-6.24,Walking
1008_48,807.8199999999998,8.08,8.078199999999999,100.0,0.02471355903143002,0.0006107599999999764,8.078237802887458,8.12,8.12,8.01,-218.32,-2.18,-2.1832,100.0,0.029761720380381235,0.0008857599999999999,2.183402848766119,-2.14,2.3,-2.3,418.23999999999995,4.18,4.1823999999999995,100.0,0.032407406560846654,0.0010502400000000065,4.182525552820927,4.25,4.25,4.02,Sitting
1008_49,-203.52,-1.63,-2.0352,100.0,4.6343634902756605,21.47732496,5.061557467815613,5.71,17.24,-17.24,915.79,8.844999999999999,9.1579,100.0,3.977965383207853,15.824208590000001,9.984555122788397,19.04,19.04,0.65,50.800000000000004,0.075,0.508,100.0,4.2685084045835024,18.220164,4.2986309448474405,11.41,11.41,-7.74,Walking
1008_50,-1061.92,-10.02,-10.619200000000001,100.0,4.340563253772487,18.840489359999996,11.47204855289586,-1.61,19.11,-19.11,-104.14,-0.78,-1.0414,100.0,4.292395140245128,18.42465604,4.416918609166349,7.97,12.22,-12.22,66.7,-0.25,0.667,100.0,5.4161455851924805,29.334633,5.457061663569507,16.51,16.51,-7.35,Walking
1008_51,-148.51,-1.54,-1.4850999999999999,100.0,4.319970716335933,18.66214699,4.568114381229963,8.08,13.8,-13.8,931.3499999999997,11.45,9.313499999999998,100.0,8.750577738069643,76.57261075000001,12.779432420886303,19.57,19.57,-8.88,191.96999999999997,-0.19,1.9196999999999997,100.0,6.358631528088414,40.43219490999999,6.642096280542763,15.98,15.98,-9.62,Jogging
1008_52,-1.5200000000000067,0.135,-0.015200000000000068,100.0,5.74272034492365,32.97883696,5.7427404607904755,11.45,13.76,-13.76,867.2900000000001,10.8,8.6729,100.0,9.519955072898192,90.62954459000001,12.87822732366532,19.57,19.57,-7.46,162.65000000000003,0.08,1.6265000000000003,100.0,6.740140706988245,45.42949675,6.933613704267061,18.28,18.28,-10.92,Jogging
1008_53,-155.01000000000002,-1.595,-1.5501000000000003,100.0,5.147735326335262,26.49917899,5.376057012346503,10.65,15.98,-15.98,993.6700000000001,12.620000000000001,9.9367,100.0,8.718238360471684,76.00768011,13.219140932753534,19.57,19.57,-8.05,174.93,-0.23,1.7493,100.0,6.653765588747473,44.27259651,6.879872600564634,19.19,19.19,-9.62,Jogging
1008_54,-124.85,-0.91,-1.2485,100.0,3.767701520821414,14.195574749999999,3.969172079917927,10.04,13.44,-13.44,807.01,7.515000000000001,8.0701,100.0,5.861497504051333,34.35715299,9.974149938716582,19.57,19.57,-2.83,294.91999999999996,1.725,2.9491999999999994,100.0,5.344852604141671,28.56744936,6.104525370575504,18.43,18.43,-6.63,Downstairs
1008_55,-58.70000000000001,-0.265,-0.5870000000000001,100.0,5.805845760955073,33.70784499999999,5.835444627446995,11.73,14.37,-14.37,844.22,10.325,8.4422,100.0,9.83912684947196,96.80841716,12.96453462334842,19.57,19.57,-8.47,30.860000000000003,-0.34,0.30860000000000004,100.0,6.007611675200054,36.09139804,6.015532561627441,17.31,17.31,-8.77,Jogging
1008_56,-172.76,-1.065,-1.7275999999999998,100.0,4.678751568527656,21.890716240000003,4.987516215512487,10.42,11.84,-11.84,886.2899999999998,10.989999999999998,8.862899999999998,100.0,8.741618876958661,76.41590059,12.44857007852709,19.57,19.57,-8.16,159.3,-0.28500000000000003,1.5930000000000002,100.0,5.791296832316576,33.539119,6.006393926475352,18.85,18.85,-8.28,Jogging
1008_57,-69.18,-0.99,-0.6918000000000001,100.0,3.1758322940608816,10.08591076,3.250307370080558,7.74,10.12,-10.12,885.6000000000001,10.725,8.856000000000002,100.0,9.50454407112724,90.33635799999998,12.990962012106724,19.57,19.57,-9.3,189.71,1.175,1.8971,100.0,4.672343800492426,21.830796590000006,5.0427953557526015,18.47,18.47,-7.46,Jogging
1008_58,71.03999999999998,0.705,0.7103999999999998,100.0,2.8039985449354283,7.8624078399999995,2.892589843029945,8.88,8.88,-4.94,919.97,9.33,9.1997,100.0,4.236537608708319,17.94825091,10.128313334410622,18.5,18.5,-0.04,85.15999999999998,-0.4,0.8515999999999998,100.0,4.33265985740861,18.77194144,4.415559307720824,16.24,16.24,-4.9,Walking
1008_59,-118.78,-1.3399999999999999,-1.1878,100.0,4.829030457555636,23.31953516,4.972967323439799,8.2,15.4,-15.4,902.7799999999999,9.425,9.0278,100.0,8.628310678226649,74.44774516000001,12.487950912779887,19.57,19.57,-8.35,281.01,0.645,2.8101,100.0,6.3070583468047925,39.778984990000005,6.904755390308914,15.51,15.51,-7.06,Jogging
1008_60,-169.74000000000004,-1.415,-1.6974000000000005,100.0,3.671787199716236,13.48202124,4.045143755171131,7.44,14.14,-14.14,801.6700000000001,7.18,8.0167,100.0,9.077827389304117,82.40695011000001,12.110921888939753,19.57,19.57,-7.55,150.45999999999995,1.32,1.5045999999999995,100.0,4.342370417179999,18.85618084,4.5956503348274875,16.17,16.17,-7.21,Jogging
1008_61,-53.849999999999994,-0.665,-0.5385,100.0,5.275766555677005,27.833712750000004,5.303177820891922,11.75,16.25,-16.25,906.88,11.745000000000001,9.0688,100.0,9.392847840777575,88.22559055999996,13.056367182336746,19.57,19.57,-7.78,203.70000000000002,1.04,2.0370000000000004,100.0,6.592556484399659,43.461800999999994,6.900084782087825,19.34,19.34,-8.39,Jogging
1008_62,-81.07999999999998,-0.11,-0.8107999999999999,100.0,4.417410481266145,19.51351536,4.4912038475223985,7.25,17.08,-17.08,905.7000000000002,8.275,9.057000000000002,100.0,4.950964451498313,24.512048999999998,10.321884420976629,19.42,19.42,-0.27,-32.40999999999999,-0.685,-0.3240999999999999,100.0,3.94234475788204,15.54208219,3.9556444481272584,11.3,11.3,-7.08,Walking
1008_63,-150.07999999999998,-1.44,-1.5008,100.0,2.6751163264426463,7.156247359999998,3.06735195241759,4.79,7.74,-7.74,943.6500000000002,10.53,9.436500000000002,100.0,8.987950753647908,80.78325875,13.03191432599217,19.57,19.57,-6.85,217.84,1.355,2.1784,100.0,5.47793039751328,30.007721439999997,5.895180065104033,16.32,16.32,-8.77,Jogging
1008_64,277.37,3.965,2.7737,100.0,6.178218133895889,38.17037931,6.772281078041578,8.88,13.38,-13.38,341.81,-0.8049999999999999,3.4181,100.0,6.446617825650905,41.558881389999996,7.296731391520453,18.16,18.16,-2.64,336.41999999999996,3.68,3.3641999999999994,100.0,2.491237114367077,6.206262360000002,4.186180120348383,10.38,10.38,-10.04,Upstairs
1008_65,-1055.85,-10.21,-10.558499999999999,100.0,4.225647494763376,17.856096750000003,11.372687413272203,-2.22,19.11,-19.11,-73.14,-0.685,-0.7314,100.0,3.9848051445459665,15.878672040000001,4.051372360077508,6.97,16.59,-16.59,79.32000000000001,0.135,0.7932000000000001,100.0,4.743896052824091,22.504549759999996,4.809752176567936,15.66,15.66,-6.28,Walking
1008_66,-49.30000000000001,-0.21000000000000002,-0.4930000000000001,100.0,3.662466518618293,13.413661,3.6954986131779295,10.53,13.4,-13.4,859.5499999999998,9.175,8.595499999999998,100.0,7.274905961591531,52.924256750000005,11.260855962137159,19.53,19.53,-8.81,193.33,1.7650000000000001,1.9333,100.0,5.254613031422961,27.61095811,5.59898267545096,16.47,16.47,-7.89,Upstairs
1008_67,-188.71,-2.375,-1.8871,100.0,4.375496382126261,19.14496859,4.765093388381806,6.82,16.66,-16.66,933.35,11.274999999999999,9.3335,100.0,8.861238104802286,78.52154075,12.869955827430022,19.57,19.57,-7.97,172.95000000000002,0.46,1.7295000000000003,100.0,5.957401677745089,35.490634750000005,6.2033704548414645,17.97,17.97,-7.46,Jogging
1008_68,-141.53,-1.23,-1.4153,100.0,4.368616132140703,19.084806909999998,4.592154287477719,7.78,13.76,-13.76,878.28,9.04,8.7828,100.0,8.71918632442271,76.02421016,12.375854960365364,19.57,19.57,-8.66,216.13000000000002,1.835,2.1613,100.0,6.000736730602335,36.00884131,6.378092112850049,17.92,17.92,-9.96,Jogging
1008_69,-54.969999999999985,-0.21000000000000002,-0.5496999999999999,100.0,5.112574391634805,26.13841691,5.1420411316908,12.07,12.41,-12.41,756.5100000000001,7.74,7.565100000000001,100.0,9.176503963383878,84.20822499000002,11.892811400169432,19.57,19.57,-6.85,178.67999999999998,-0.095,1.7867999999999997,100.0,6.216554975225426,38.64555576,6.468246284735917,17.67,17.67,-14.44,Jogging
